"programNumber";"platformId";"platformType";"platformModel";"platformName";"platformHexId";"satellite";"bestMsgDate";"duration";"nbMessage";"message120";"bestLevel";"frequency";"locationDate";"latitude";"longitude";"altitude";"locationClass";"gpsSpeed";"gpsHeading";"latitude2";"longitude2";"altitude2";"index";"nopc";"errorRadius";"semiMajor";"semiMinor";"orientation";"hdop";"bestDate";"compression";"type";"alarm";"concatenated";"date";"level";"doppler";"rawData";"formatOrder";"formatName"
"30660";"105605";"GULL";"M-9.5GS";"";"4F0F25F";"NK";"2014-09-25T16:53:52.000Z";"0";"1";"0";"-136";"4.016759502E8";"";"";"";"0.0";"";"";"";"";"";"0.0";"";"";"";"";"";"";"";"2014-09-25T16:53:52.000Z";"1";"L";"N";"N";"2014-09-25T16:53:52.000Z";"-136.0";"27793.756";"4DD28F";"1";"NORMAL FRAME #1";"1";"TEMPERATURE";"I";"77";"";"2";"BATTERY VOLTS";"I";"210";"";"3";"COUNTER";"I";"2";"";"4";"ACTIVITY";"I";"15";"";
